"name","rating","reviews_count","description","image","city"
"Boekenoogen Winery Tasting","4.5","(66)","Winery, pinot noir, vineyard, chardonnay, and wine","","Carmel"
"Delia Bradford Fine Arts Std","5.0","(8)","Art","","Carmel"
"Picadilly Park","4.1","(17)","Park","","Carmel"
"Jacks Peak Park","4.7","(436)","Pine forest hikes & vista views","","Carmel"
"Del Monte Fine Art","","","Art","","Carmel"
"Bird Rock Vista Point","4.6","(2,876)","","","Carmel"
"Monterey State Beach","4.6","(1,152)","Scenic beach area on Monterey Bay","","Carmel"
"The Links at Spanish Bay","4.8","(660)","Iconic golf course with sea views","","Carmel"
"Butterfly House","4.7","(14)","","","Carmel"
"Moto Talbott Motorcycle Museum","4.9","(118)","Museum","","Carmel"
"Georis Winery","4.6","(44)","Winery, merlot, chardonnay, cabernet sauvignon, and wine tasting","","Carmel"
"Ford Meadow","4.5","(13)","","","Carmel"
"Del Monte Golf Course","4.5","(248)","18-hole golf course established in 1897","","Carmel"
"Carmel Meadows trail","4.7","(40)","Beach","","Carmel"
"Massa Estate Organic Vineyards","4.6","(35)","Vineyard, cabernet sauvignon, wine, winery, and merlot","","Carmel"
"Cowgirl Winery","4.3","(50)","Winery, wine, and wine tasting","","Carmel"
"Parsonage Winery Tasting Room","4.9","(33)","","","Carmel"
"Huckleberry Hill","4.4","(275)","","","Carmel"
"Big Sur Vineyards","4.9","(7)","","","Carmel"
"17-Mile Drive","4.6","(1,018)","Picturesque toll road along the coast","","Carmel"
"Carmel Meadows Trailhead","4.6","(33)","","","Carmel"
"Joullian Vineyards","5.0","(4)","","","Carmel"
"Laguna Grande Regional Park, Monterey side","4.4","(1,384)","Waterfront area with picnic tables","","Carmel"
"Stillwater Cove","5.0","(7)","Beach, scuba diving, fishing, and golf","","Carmel"
"Arrowhead Point","5.0","(1)","Golf","","Carmel"
"Hatton Canyon","","","Park and canyon","","Carmel"
"S F B Morse Botanical Reserve","4.7","(58)","","","Carmel"
"Carmel Bay","4.7","(9)","Beach and golf","","Carmel"
"Jacks Peak","3.6","(5)","","","Carmel"
"Monterey Peninsula Regional Park District","4.7","(15)","Park","","Carmel"
"Pacchetti Dog Park","4.6","(306)","","","Carmel"
"Rip Van Winkle Open Space","4.6","(125)","Forested strip for jogging & dog walking","","Carmel"
"Frog Pond Wetland Preserve","4.5","(223)","Park and nature","","Carmel"
"Monterey Bay Coastal Trail","","","18-mi. paved pathway with scenic views","","Carmel"
"Bird Rock Road","","","","","Carmel"
"Point Joe","4.6","(14)","","","Carmel"
"China Rock","","","","","Carmel"
"Fiscalini Ranch Preserve","4.8","(740)","Scenic place with trails & ocean views","","Cambria"
"Shamel Park","4.7","(805)","Park","","Cambria"
"Moonstone Beach Drive","5.0","(32)","Coastal road with ocean views & beaches","","Cambria"
"Hearst Castle","4.6","(8,949)","Storied hilltop mansion open for tours","","Cambria"
"Leffingwell Landing State Park","","","","","Cambria"
"Bluff Trail","","","","","Cambria"
"Cambria Cemetery","4.6","(8)","","","Cambria"
"Stolo Vineyards & Winery","4.9","(75)","Winery, vineyard, pinot noir, wine, and wine tasting","","Cambria"
"Moonstone Cellars","4.8","(76)","Winery, wine tasting, and wine","","Cambria"
"Hearst San Simeon State Park","4.7","(2,700)","Recreation area with cultural preserve","","Cambria"
"Friends Of The Elephant Seal Visitor Center and Gift Shop","4.6","(590)","Area for elephant seal observation","","Cambria"
"Moonstone Beach Park","4.7","(1,040)","Tranquil beach with bluffs & a boardwalk","","Cambria"
"Cambria Historical Museum","4.5","(20)","Museum","","Cambria"
"Piedras Blancas Light Station","4.7","(181)","Historic lighthouse offering tours","","Cambria"
"William Randolph Hearst Memorial Beach","4.7","(855)","Protected cove with activities & grills","","Cambria"
"Leffingwell Landing Park","4.8","(320)","Beach","","Cambria"
"Cambria Nursery and Florist","4.8","(400)","","","Cambria"
"Cambria Center For The Arts","4.7","(30)","Art and theatre","","Cambria"
"Cambria Farmers Market","4.6","(79)","","","Cambria"
"Cutruzzola Vineyards","4.9","(28)","Winery, riesling, pinot noir, vineyard, and wine tasting","","Cambria"
"Cayucos Cellars","4.4","(14)","Wine, winery, and wine tasting","","Cambria"
"Montaña de Oro State Park","4.9","(3,351)","8,000-acre oceanside recreation area","","Cambria"
"San Simeon State Park","","","Camping","","Cambria"
"Gardens at Cambria Pines Lodge","4.9","(17)","Garden","","Cambria"
"Artifacts Gallery","4.9","(43)","Art, painting, art museum, and modern art","","Cambria"
"Lampton Cliffs Park","4.7","(85)","Park","","Cambria"
"Cambria Dog Park","4.4","(58)","","","Cambria"
"Moonstone Beach Boardwalk","4.7","(38)","","","Cambria"
"Moonstone Beach Boardwalk","","","","","Cambria"
"Cambria, California","","","Theatre","","Cambria"
"Pinedorado Grounds","4.6","(29)","","","Cambria"
"Vault Gallery","4.4","(11)","Art, painting, and art museum","","Cambria"
"Morro Bay","","","Morro Rock & Morro Bay State Park","","Cambria"
"Morro Strand State Beach","4.7","(309)","Casual beach for fishing & windsurfing","","Cambria"
"Harmony Cellars","4.6","(140)","Winery, chardonnay, zinfandel, wine tasting, and vineyard","","Cambria"
"Stepladder Ranch & Creamery","4.8","(40)","","","Cambria"
"Margarita Adventures","4.9","(327)","","","Cambria"
"Morro Bay National Estuary Program","4.8","(5)","Estuary, sea otter, and nature","","Cambria"
"MBNMS Coastal Discovery Center & San Simeon Office","4.8","(12)","","","Cambria"
"Lost Isle Adventures Harbor Tours & Whale Watching","4.8","(114)","","","Cambria"
"San Simeon Pier","4.7","(379)","Beach","","Cambria"
"Harmony Headlands State Park","4.7","(183)","Hiking trail offering ocean views","","Cambria"
"Town of Harmony","4.7","(12)","","","Cambria"
"Pico Creek Beach","4.9","(17)","Beach","","Cambria"
"Ocean Vista Point","4.8","(119)","","","Cambria"
"San Simeon Point","4.8","(30)","","","Cambria"
"San Simeon Bay","4.9","(48)","Bay with scenic views from pier & trails","","Cambria"
"Santa Cruz Beach Boardwalk","4.6","(39,662)","Iconic amusement park on the beach","","Santa Cruz"
"Santa Cruz Wharf","4.6","(14,136)","Iconic seaside pier with shops & eats","","Santa Cruz"
"Natural Bridges State Beach","4.7","(1,283)","Rock formations, tidepools & marine life","","Santa Cruz"
"The Mystery Spot","4.5","(6,606)","Iconic gravity hill offering tours","","Santa Cruz"
"Seymour Marine Discovery Center","4.7","(907)","Aquarium & interactive science museum","","Santa Cruz"
"Wilder Ranch State Park","4.7","(2,106)","Picnic areas, trails & horseback riding","","Santa Cruz"
"Santa Cruz Surfing Museum","4.6","(262)","Exhibits exploring wave-riding culture","","Santa Cruz"
"UC Santa Cruz Arboretum & Botanic Garden","4.7","(605)","Rare plants & a butterfly garden","","Santa Cruz"
"Santa Cruz Museum of Art & History","4.6","(241)","Hands-on exhibitions & special programs","","Santa Cruz"
"Henry Cowell Redwoods State Park","4.8","(5,902)","Park with campgrounds & hiking trails","","Santa Cruz"
"West Cliff Drive","","","Scenic ocean view & classic homes","","Santa Cruz"
"Lighthouse Field State Beach","4.7","(3,181)","Serene spot with a variety of vistas","","Santa Cruz"
"Cowell Beach","4.4","(435)","Beach and surfing","","Santa Cruz"
"Santa Cruz Harbor","4.6","(796)","","","Santa Cruz"
"Roaring Camp","4.6","(3,388)","Train rides & all-ages special events","","Santa Cruz"
"Neptune's Kingdom","4.6","(508)","Entertainment center with mini-golf","","Santa Cruz"
"MJA Vineyards -- Westside Tasting Room & Cellar","4.8","(70)","Gathering place for wine & tastings","","Santa Cruz"
"Santa Cruz Mission State Historic Park","4.5","(96)","Verdant grounds & historical exhibits","","Santa Cruz"
"Pasatiempo Golf Course","4.5","(283)","Golf","","Santa Cruz"
"Ocean View Park","4.6","(446)","","","Santa Cruz"
"Monterey Bay National Marine Sanctuary Exploration Center","4.5","(369)","Theater & interactive exhibit gallery","","Santa Cruz"
"DeLaveaga Park","4.6","(951)","Picnic, recreational & athletic areas","","Santa Cruz"
"Big Basin Redwoods State Park","4.8","(4,527)","Hiking trails & other outdoor activities","","Santa Cruz"
"Giant Dipper","4.8","(496)","Iconic 1924 wooden roller coaster","","Santa Cruz"
"Seabright Beach","4.6","(1,875)","Beach for swimming, surfing & more","","Santa Cruz"
"SUP Shack Santa Cruz","4.6","(65)","","","Santa Cruz"
"Pogonip","4.6","(412)","Scenic sloped park with hiking & biking","","Santa Cruz"
"University of California Santa Cruz","4.4","(274)","","","Santa Cruz"
"New Brighton State Beach","4.6","(1,886)","Bayfront spot with a forested campground","","Santa Cruz"
"Landmark's Nickelodeon Theatre","4.7","(347)","","","Santa Cruz"
"O'Neill Yacht Charters","4.8","(121)","","","Santa Cruz"
"The Penny Ice Creamery","4.6","(1,475)","","","Santa Cruz"
"The Abbey Coffee Lounge","4.5","(346)","","","Santa Cruz"
"The Blue Lagoon","4.2","(530)","","","Santa Cruz"
"Stagnaro Charter Boats","4.6","(120)","","","Santa Cruz"
"Shrine Coffee","4.9","(109)","","","Santa Cruz"
"Boardwalk's Cocoanut Grove","4.4","(111)","","","Santa Cruz"
"Twin Lakes State Beach","4.6","(844)","Beachside eateries & lagoon trail","","Santa Cruz"
"Santa Cruz Museum of Natural History","4.7","(190)","Wildlife, plant & archaeology exhibits","","Santa Cruz"
"Trescony Park","4.5","(58)","","","Santa Cruz"
"Kayak Connection","4.6","(56)","","","Santa Cruz"
"Bigfoot Discovery Museum","4.3","(275)","Collections of local sightings & history","","Santa Cruz"
"Babbling Brook Inn","4.2","(127)","","","Santa Cruz"
"Santa Cruz Shakespeare","4.8","(151)","","","Santa Cruz"
"Santa Cruz Community Farmers' Market","4.7","(208)","","","Santa Cruz"
"Chardonnay Sailing Charters","4.9","(319)","","","Santa Cruz"
"Brady's Yacht Club","4.4","(235)","","","Santa Cruz"
"Blue Water Ventures","5.0","(13)","","","Santa Cruz"
"Shadowbrook Restaurant","4.7","(2,918)","","","Santa Cruz"
"Sunset State Beach","4.7","(2,431)","Oceanside spot for picnics & camping","","Santa Cruz"
"Haunted Castle","4.0","(33)","","","Santa Cruz"
"Neary Lagoon Park","4.4","(394)","Wildlife habitat with floating walkways","","Santa Cruz"
"Shanty Shack Brewing","4.8","(247)","","","Santa Cruz"
"Abbott Square Market","4.7","(108)","","","Santa Cruz"
"Moe's Alley","4.7","(116)","","","Santa Cruz"
"Birichino Winery Tasting Room","4.9","(40)","","","Santa Cruz"
"Bicycle Trip","4.5","(101)","","","Santa Cruz"
"Mount Hermon Adventures","4.9","(718)","","","Santa Cruz"
"Capitola","","","Beach, surfing, wine, art, and fishing","","Santa Cruz"
"Steamer Lane","4.8","(223)","Iconic surf spot with a surfing museum","","Santa Cruz"
"Giggles-N-Wiggles","4.5","(64)","","","Santa Cruz"
"Lighthouse Point","4.7","(772)","Lighthouse, surfing, park, and beach","","Santa Cruz"
"Twin Lakes State Beach","4.6","(82)","Beach and park","","Santa Cruz"
"Seabright beach","4.8","(5)","Beach and park","","Santa Cruz"
"Boardwalk Bowl","4.4","(856)","State-of-the-art facility by the beach","","Santa Cruz"
"Mission Santa Cruz 1791","4.2","(227)","Historic mission with a garden","","Santa Cruz"
"Capitola Seashells","4.9","(20)","","","Santa Cruz"
"Manresa Main State Beach","4.7","(1,414)","Sandy stretch for surfing & surf fishing","","Santa Cruz"
"Sea Goddess Whale Watching","4.6","(476)","Whale watching, dolphin, humpback whale, orca, and cetaceans","","Santa Cruz"
"DeLaveaga Golf Course","4.4","(280)","Hilltop golf course & driving range","","Santa Cruz"
"Harvey West Park","4.5","(323)","Park with pools, ball fields & play area","","Santa Cruz"
"Frederick Street Park","4.5","(449)","Community space with a playground","","Santa Cruz"
"Sanctuary Cruises","4.8","(198)","","","Santa Cruz"
"New Brighton State Beach","4.5","(86)","Relaxed cove with a forested campground","","Santa Cruz"
"Natural Bridges Monarch Trail","4.6","(276)","Nature","","Santa Cruz"
"Fall Creek Unit | Henry Cowell Redwoods State Park","4.9","(147)","Park and hiking","","Santa Cruz"
"Walton Lighthouse","4.9","(8)","Lighthouse and harbor","","Santa Cruz"
"Santa Cruz Art League","4.7","(28)","Art gallery with local works & classes","","Santa Cruz"
"Santa Cruz Mountain Vineyard","4.6","(33)","Vineyard, cabernet sauvignon, pinot noir, wine, and winery","","Santa Cruz"
"Depot Park","4.2","(433)","Playground & synthetic-turf ball field","","Santa Cruz"
"Seacliff State Beach","4.6","(4,001)","Camping & hiking among redwoods","","Santa Cruz"
"Fly Bay Area","4.8","(95)","","","Santa Cruz"
"Downtown Association","4.1","(72)","Wine, art, and shopping","","Santa Cruz"
"Mary Porter Sesnon Art Gallery","5.0","(4)","Sculpture","","Santa Cruz"
"Pacific Avenue","4.5","(6)","Shopping","","Santa Cruz"
"Santa Cruz Beach","4.5","(1,332)","Wide sandy beach near shops & cafes","","Santa Cruz"
"California Association of Museums","5.0","(1)","Museum","","Santa Cruz"
"Cave Train","4.4","(23)","","","Santa Cruz"
"Sky Glider","4.4","(28)","Roller coaster","","Santa Cruz"
"Undertow Spinning Coaster","4.8","(37)","Roller coaster","","Santa Cruz"
"Segway Tours Monterey","5.0","(28)","","","Santa Cruz"
"Felton Covered Bridge County Park","4.4","(494)","","","Santa Cruz"
"Mitchell's Cove Beach","4.5","(948)","Beach","","Santa Cruz"
"Skypark","4.5","(602)","Basketball court & skate park","","Santa Cruz"
"Friends of Santa Cruz State Parks","4.0","(4)","Park and mariachi","","Santa Cruz"
"Radius Gallery","4.9","(11)","Art","","Santa Cruz"
"Sand Rock Farm","4.9","(47)","","","Santa Cruz"
"UCSC Upper Campus Natural Reserve","5.0","(11)","Nature","","Santa Cruz"
"South Gate Brewing Company","4.5","(883)","","","Oakhurst"
"Fresno Flats Historical Village & Park","4.5","(192)","Living history museum with 1870s houses","","Oakhurst"
"Golden Chain Theatre","4.8","(160)","","","Oakhurst"
"Idle Hour Winery & Kitchen","4.8","(97)","","","Oakhurst"
"Yosemite National Park","4.8","(41,455)","Tunnel View, El Capitan & giant sequoias","","Oakhurst"
"The Little Church on the Hill","","","","","Oakhurst"
"Discover Yosemite Tours","4.8","(49)","","","Oakhurst"
"Oakhurst Spirits","4.6","(10)","","","Oakhurst"
